categoria,oc_numero,posicion,centro,proveedor_id,proveedor_nombre,material,material_texto,solicitud_pedido,solicitud_posicion,fecha_solped,fecha_entrega_solped,fecha_pedido,cantidad_reparto,ump,ctd_entregada,fecha_entrega,ctd_pendiente,fecha_estadistica,comprador,grupo_compra,estatus,diferencia_dias,concatenar,fecha_llegada_gutis,fecha_lead_time_sap,fabricante,po_forwarder,incoterm,tipo_pago,zca_coa_sap,status_coa,cantidad_lotes,entrega_entrante,tipo_proveedor,temperatura,pais_origen,tipo_transporte,eta_cr,arribo_cr,recibo
PRODUCCION,4500018262,10,CR10,PROV-0046,Proveedor 0046,12000010,Almidón de maiz,1000034392,10,2026-06-17,2026-11-21,2026-07-01,2000000,G,0,2026-11-21,2000000,2026-11-21,comprador-0002,A07,A Tiempo,85,450001826210,,,,,LOCAL,CREDITO,,PENDIENTE,PENDIENTE,PENDIENTE,LOCAL,Ambiente,,,,,
PRODUCCION,4500018264,10,CR10,PROV-0028,Proveedor 0028,12000022,Calcio carbonato para compresión directa,1000034582,10,2026-06-18,2027-01-12,2026-07-01,300000,G,0,2027-01-12,300000,2026-11-30,comprador-0002,A07,A Tiempo,137,450001826410,,,,,LOCAL,CREDITO,,PENDIENTE,PENDIENTE,PENDIENTE,LOCAL,Ambiente,,,,,
PRODUCCION,4500018281,10,CR10,PROV-0015,Proveedor 0015,12000123,Acético glacial ácido,1000034346,10,2026-06-17,2026-09-25,2026-07-01,75000,G,0,2026-09-25,75000,2026-08-17,comprador-0002,A07,A Tiempo,28,450001828110,,,,,EXW,CREDITO,,PENDIENTE,PENDIENTE,PENDIENTE,INTERNACIONAL,Ambiente,,,,,
PRODUCCION,4500018283,10,CR10,PROV-0005,Proveedor 0005,12000200,Sucralosa (splenda),1000034352,10,2026-06-17,2026-10-20,2026-07-01,150000,G,0,2026-10-20,150000,2026-08-17,comprador-0002,A07,A Tiempo,53,450001828310,,,,,CIF,CREDITO,,,,,INTERNACIONAL,,,,,,
PRODUCCION,4500018285,10,CR10,PROV-0015,Proveedor 0015,12000351,Metilparabeno,1000034453,10,2026-06-17,2026-09-25,2026-07-01,150000,G,0,2026-09-25,150000,2026-09-25,comprador-0002,A07,A Tiempo,28,450001828510,,,,,EXW,CREDITO,,PENDIENTE,PENDIENTE,PENDIENTE,INTERNACIONAL,Ambiente,BELGICA,AEREO,PENDIENTE,PENDIENTE,PENDIENTE
PRODUCCION,4500018290,10,CR10,PROV-0043,Proveedor 0043,12000031,Clorhídrico ácido,1000034551,10,2026-06-17,2026-10-27,2026-07-01,75000,G,0,2026-10-27,75000,2026-09-04,comprador-0002,A07,A Tiempo,60,450001829010,,,,,LOCAL,CREDITO,,PENDIENTE,PENDIENTE,PENDIENTE,LOCAL,Ambiente,,,,,
PRODUCCION,4500018343,10,CR10,PROV-0033,Proveedor 0033,12000125,Estea. gliceri./alc. cetoestearil.,1000034347,10,2026-06-17,2026-09-25,2026-07-06,1575000,G,0,2026-09-25,1575000,2026-08-24,comprador-0002,A07,A Tiempo,28,450001834310,,,,,FOB,CREDITO,,PENDIENTE,PENDIENTE,PENDIENTE,INTERNACIONAL,Ambiente,BELGICA,AEREO,PENDIENTE,PENDIENTE,PENDIENTE
PRODUCCION,4500018699,10,CR10,PROV-0038,Proveedor 0038,12000297,Opadry amb ii 88a180021 blanco&#160;,1000035856,10,2026-07-20,2026-09-09,2026-07-22,10000,G,0,2026-09-09,10000,2026-07-20,comprador-0002,A07,A Tiempo,12,450001869910,,,,,CIP,CREDITO,,PENDIENTE,PENDIENTE,PENDIENTE,INTERNACIONAL,Ambiente,,,,,
PRODUCCION,4500018701,10,CR10,PROV-0047,Proveedor 0047,12000361,Cápsula novocetonil 30 mg sin inscripci,1000036201,10,2026-07-20,2026-12-02,2026-07-22,500000,UN,0,2026-12-02,500000,2026-10-23,comprador-0002,A07,A Tiempo,96,450001870110,,,,,EXW,CREDITO,,PENDIENTE,PENDIENTE,PENDIENTE,INTERNACIONAL,Ambiente,,,,,
PRODUCCION,4500018709,10,CR10,PROV-0005,Proveedor 0005,12000120,Celulosa microcristalina 302,1000035965,10,2026-07-20,2026-11-28,2026-07-23,160000,G,0,2026-11-28,160000,2026-10-01,comprador-0002,A07,A Tiempo,92,450001870910,,,,,CIF,CREDITO,,PENDIENTE,PENDIENTE,PENDIENTE,INTERNACIONAL,Ambiente,,,,,
PRODUCCION,4500018711,10,CR10,PROV-0048,Proveedor 0048,12000159,Celulosa microcristalina 101,1000034482,10,2026-06-17,2026-11-07,2026-07-23,800000,G,0,2026-11-07,800000,2026-09-01,comprador-0002,A07,A Tiempo,71,450001871110,,,,,EXW,CREDITO,,PENDIENTE,PENDIENTE,PENDIENTE,INTERNACIONAL,Ambiente,,,,,
PRODUCCION,4500018711,20,CR10,PROV-0048,Proveedor 0048,12000159,Celulosa microcristalina 101,1000033095,10,2026-05-18,2026-09-11,2026-07-23,200000,G,0,2026-09-11,200000,2026-08-10,comprador-0002,A07,A Tiempo,14,450001871120,,,,,EXW,CREDITO,,PENDIENTE,PENDIENTE,PENDIENTE,INTERNACIONAL,Ambiente,USA,AEREO,PENDIENTE,PENDIENTE,PENDIENTE
PRODUCCION,4500018715,10,CR10,PROV-0041,Proveedor 0041,12000127,Poloxamer 407,1000035963,10,2026-07-20,2026-11-19,2026-07-23,90000,G,0,2026-10-30,90000,2026-10-30,comprador-0002,A07,A Tiempo,63,450001871510,,,,N/A,LOCAL,,,PENDIENTE,PENDIENTE,PENDIENTE,LOCAL,Ambiente,N/A,N/A,N/A,N/A,N/A
PRODUCCION,4500018734,10,CR10,PROV-0028,Proveedor 0028,12000028,Carboximetilcelulosa sódica,1000036370,10,2026-07-20,2026-11-30,2026-07-24,75000,G,0,2026-11-30,75000,2026-10-30,comprador-0002,A07,A Tiempo,94,450001873410,,,,,LOCAL,,,,,,LOCAL,Ambiente,,,,,
PRODUCCION,4500018739,10,CR10,PROV-0033,Proveedor 0033,12000016,Benzóico ácido,1000035984,10,2026-07-20,2026-11-19,2026-07-24,50000,G,0,2026-11-19,50000,2026-11-19,comprador-0002,A07,A Tiempo,83,450001873910,,,,,EXW,CREDITO,,PENDIENTE,PENDIENTE,PENDIENTE,,Ambiente,,,,,
PRODUCCION,4500018742,10,CR10,PROV-0040,Proveedor 0040,12000172,Butil hidroxi anisol (bha),1000035871,10,2026-07-20,2026-10-28,2026-07-24,500,G,0,2026-10-28,500,2026-08-24,comprador-0002,A07,A Tiempo,61,450001874210,,,,,CIP,CONTADO,,PENDIENTE,PENDIENTE,PENDIENTE,INTERNACIONAL,Ambiente,,,,,
PRODUCCION,4500018833,10,CR10,PROV-0043,Proveedor 0043,12000276,Meglumina,1000037472,10,2026-07-27,2026-11-04,2026-07-28,2000,G,0,2026-11-04,2000,2026-08-31,comprador-0002,A07,A Tiempo,68,450001883310,,,,,LOCAL,,,,,,LOCAL,Ambiente,,,,,
PRODUCCION,4500016103,10,CR10,PROV-0049,Proveedor 0049,13000162,Caja Envase 120 ML. X 100 Envases,1000029520,10,2026-03-11,2026-08-30,2026-03-11,1671,UN,0,2026-08-30,1671,2026-04-16,comprador-0003,A01,A Tiempo,2,450001610310,Material entregado en Gutis 28/08,2026-03-11,,,,,,,,,LOCAL,,,,,,
PRODUCCION,4500018299,50,CR10,PROV-0050,Proveedor 0050,13001700,C. Valerpan 2 ML X 50 Ampollas (N. I),1000034794,10,2026-06-19,2026-09-16,2026-07-02,5000,UN,0,2026-09-16,5000,2026-09-16,comprador-0003,A01,A Tiempo,19,450001829950,2026-09-16,,,,,,,,,,,,,,,,
PRODUCCION,4500018299,60,CR10,PROV-0050,Proveedor 0050,13002112,C. Cypaz 50 MG/ML 3 ML X 1 Ampolla Mi,1000034757,10,2026-06-19,2026-08-18,2026-07-02,70000,UN,0,2026-08-18,70000,2026-08-18,comprador-0003,A01,Atrasado,-10,450001829960,Material en Gutis el 27/08,,,,,,,,,,,,,,,,
PRODUCCION,4500018299,70,CR10,PROV-0050,Proveedor 0050,13001763,C. Progyl X 100 Tabletas,1000034948,10,2026-06-19,2026-10-24,2026-07-02,15000,UN,0,2026-10-24,15000,2026-10-24,comprador-0003,A01,A Tiempo,57,450001829970,2026-10-24,,,,,,,,,,,,,,,,
PRODUCCION,4500018299,30,CR10,PROV-0050,Proveedor 0050,13002071,C. Telorzan X10 Tabletas Recubiertas,1000034942,10,2026-06-19,2026-10-15,2026-07-02,12000,UN,0,2026-10-15,12000,2026-10-15,comprador-0003,A01,A Tiempo,48,450001829930,2026-10-15,,,,,,,,,,,,,,,,
PRODUCCION,4500018299,10,CR10,PROV-0050,Proveedor 0050,13000531,C. Disflam Suspensión X 40 ML. Muestra,1000034946,10,2026-06-19,2026-10-20,2026-07-02,20000,UN,0,2026-10-20,20000,2026-10-20,comprador-0003,A01,A Tiempo,53,450001829910,2026-10-20,,,,,,,,,,,,,,,,
PRODUCCION,4500018859,20,CR10,PROV-0051,Proveedor 0051,13002554,Aluminio 20 µm. An. 178 MM. Norgylen Ads,1000036653,10,2026-07-20,2026-10-14,2026-07-29,300000,G,0,2026-11-27,300000,2026-09-27,comprador-0004,A04,A Tiempo,91,450001885920,2026-11-27,,,,,,,,,,,,,,,,
PRODUCCION,4500018859,10,CR10,PROV-0051,Proveedor 0051,13001037,Aluminio 20 µm. Ancho 178 MM. Primabela,1000037274,10,2026-07-20,2026-11-27,2026-07-29,100000,G,0,2026-11-27,100000,2026-09-27,comprador-0004,A04,A Tiempo,91,450001885910,2026-11-27,,,,,,,,,,,,,,,,
PRODUCCION,4500013802,10,CR10,PROV-0052,Proveedor 0052,13001807,Stick Disolflem 600. Muestra,1000025514,10,2025-11-12,2026-10-01,2025-11-26,100000,G,90000,2026-06-19,10000,2026-05-11,comprador-0004,A04,Atrasado,-70,450001380210,2026-10-16,2025-11-12,,,EXW,,,,,,INTERNACIONAL,N/A,ESPAÑA,,,,
PRODUCCION,4500015718,20,CR10,PROV-0052,Proveedor 0052,13001725,Stick Renovart [NT],1000028850,10,2026-02-19,2026-08-18,2026-02-25,300000,G,0,2026-08-18,300000,2026-08-18,comprador-0004,A04,Atrasado,-10,450001571820,2026-10-16,2026-02-19,,,EXW,,,,,,INTERNACIONAL,N/A,ESPAÑA,,,,
PRODUCCION,4500015718,50,CR10,PROV-0052,Proveedor 0052,13002062,Stick Disolflem 600 EC,1000028813,10,2026-02-19,2026-08-18,2026-02-25,300000,G,0,2026-08-18,300000,2026-08-18,comprador-0004,A04,Atrasado,-10,450001571850,2026-10-16,2026-02-19,,,EXW,,,,,,INTERNACIONAL,N/A,ESPAÑA,,,,
PRODUCCION,4500015718,60,CR10,PROV-0052,Proveedor 0052,13002004,Stick Dalivio Bebible,1000028804,10,2026-02-19,2026-08-18,2026-02-25,300000,G,0,2026-08-18,300000,2026-08-18,comprador-0004,A04,Atrasado,-10,450001571860,2026-10-16,2026-02-19,,,EXW,,,,,,INTERNACIONAL,N/A,ESPAÑA,,,,
PRODUCCION,4500015718,30,CR10,PROV-0052,Proveedor 0052,13001808,Stick  Disolflem 600,1000028844,10,2026-02-19,2026-08-18,2026-02-25,600000,G,0,2026-08-18,600000,2026-08-18,comprador-0004,A04,Atrasado,-10,450001571830,2026-10-16,2026-02-19,,,EXW,,,,,,INTERNACIONAL,N/A,ESPAÑA,,,,
PRODUCCION,4500015718,40,CR10,PROV-0052,Proveedor 0052,13001775,Stick Renovart Platinum,1000028841,10,2026-02-19,2026-04-25,2026-02-25,2000000,G,0,2026-08-18,2000000,2026-08-18,comprador-0004,A04,Atrasado,-10,450001571840,2026-10-16,2026-02-19,,,EXW,,,,,,INTERNACIONAL,N/A,ESPAÑA,,,,
PRODUCCION,4500015718,10,CR10,PROV-0052,Proveedor 0052,13001658,Stick Conrelax Plus Shot,1000028876,10,2026-02-19,2026-07-31,2026-02-25,900000,G,0,2026-08-18,900000,2026-08-18,comprador-0004,A04,Atrasado,-10,450001571810,2026-10-16,2026-02-19,,,EXW,,,,,,INTERNACIONAL,N/A,ESPAÑA,,,,
PRODUCCION,4500015975,20,CR10,PROV-0053,Proveedor 0053,13000076,Envase Vid. Amb. 30ML Gotero. Tapa 18Din,1000029343,10,2026-03-06,2027-01-15,2026-03-06,400000,UN,0,2027-01-15,400000,2027-01-15,comprador-0004,A04,A Tiempo,140,450001597520,2027-01-15,2026-03-06,,,EXW,,,,,,LOCAL,N/A,ALEMANIA,,,,
PRODUCCION,4500016335,10,CR10,PROV-0054,Proveedor 0054,13002580,Envase Plastico Hdpe Blanco 60ML Tapa28,1000029814,10,2026-03-17,2026-12-01,2026-03-25,400000,UN,0,2026-12-01,400000,2026-07-15,comprador-0004,A04,A Tiempo,95,450001633510,2026-12-01,2026-03-17,,,EXW,,,,,,INTERNACIONAL,,ALEMANIA,,,,
PRODUCCION,4500016335,20,CR10,PROV-0054,Proveedor 0054,13002581,Tapa Plástica Blanca Got. Ensamb. Tapa28,1000029813,10,2026-03-17,2026-12-01,2026-03-25,400000,UN,0,2026-12-01,400000,2026-07-15,comprador-0004,A04,A Tiempo,95,450001633520,2026-12-01,2026-03-17,,,EXW,,,,,,INTERNACIONAL,,ALEMANIA,,,,
PRODUCCION,4500016391,30,CR10,PROV-0052,Proveedor 0052,13001774,Stick Renovart Platinum. Muestra,1000029970,10,2026-03-17,2026-09-14,2026-03-27,300000,G,0,2026-09-13,300000,2026-09-13,comprador-0004,A04,A Tiempo,16,450001639130,2026-10-02,2026-03-17,,,EXW,,,,,,INTERNACIONAL,,ESPAÑA,,,,
PRODUCCION,4500016391,40,CR10,PROV-0052,Proveedor 0052,13001726,Stick Renovart ECuador [NT],1000029872,10,2026-03-17,2026-09-14,2026-03-27,500000,G,0,2026-09-13,500000,2026-09-13,comprador-0004,A04,A Tiempo,16,450001639140,2026-10-02,2026-03-17,,,EXW,,,,,,INTERNACIONAL,,ESPAÑA,,,,
PRODUCCION,4500016391,50,CR10,PROV-0052,Proveedor 0052,13001775,Stick Renovart Platinum,1000029864,10,2026-03-17,2026-07-02,2026-03-27,4000000,G,0,2026-09-13,4000000,2026-09-13,comprador-0004,A04,A Tiempo,16,450001639150,2026-10-02,2026-03-17,,,EXW,,,,,,INTERNACIONAL,,ESPAÑA,,,,
PRODUCCION,4500016391,20,CR10,PROV-0052,Proveedor 0052,13002697,Stick Alishot 500,1000030004,10,2026-03-18,2026-05-12,2026-03-27,300000,G,259000,2026-09-14,41000,2026-09-14,comprador-0004,A04,A Tiempo,17,450001639120,2026-08-21,2026-03-18,,,EXW,,,,,,INTERNACIONAL,,ESPAÑA,,,,
PRODUCCION,4500016708,20,CR10,PROV-0055,Proveedor 0055,13000001,Aluminio 20 µm. Ancho 175 MM,1000029785,10,2026-03-17,2026-07-25,2026-04-14,300000,G,0,2026-08-25,300000,2026-07-25,comprador-0004,A04,Atrasado,-3,450001670820,2026-09-18,2026-03-17,,,EXW,,,,,,INTERNACIONAL,,AUSTRIA,,,,
PRODUCCION,4500016708,10,CR10,PROV-0055,Proveedor 0055,13000084,Aluminio 20 µm Anch. 138 MM Impresión UV,1000029955,10,2026-03-17,2026-07-25,2026-04-14,1000000,G,0,2026-08-25,1000000,2026-07-25,comprador-0004,A04,Atrasado,-3,450001670810,2026-09-18,2026-03-17,,,EXW,,,,,,INTERNACIONAL,,AUSTRIA,,,,
PRODUCCION,4500016897,10,CR10,PROV-0056,Proveedor 0056,13000060,PVC 100µm + PE 30µm Candistat 1. Óvulos,1000031641,10,2026-04-20,2026-09-22,2026-04-29,100000,G,0,2026-09-22,100000,2026-09-22,comprador-0004,A04,A Tiempo,25,450001689710,2026-09-22,2026-04-20,,,,,,,,,,,,,,,
PRODUCCION,4500016909,10,CR10,PROV-0057,Proveedor 0057,13000015,Envase Vidrio Ámbar 60 ML. Tapa PFP 28,1000031426,10,2026-04-18,2026-08-17,2026-04-29,300000,UN,0,2026-08-17,300000,2026-08-17,comprador-0004,A04,Atrasado,-11,450001690910,PTE,2026-04-18,,,,,,,,,LOCAL,,,,,,
PRODUCCION,4500016910,10,CR10,PROV-0058,Proveedor 0058,13000125,Gotero Ensamblado 4211 Ma. Din 18,1000031420,10,2026-04-18,2026-09-09,2026-04-29,20000,UN,0,2026-09-09,20000,2026-09-09,comprador-0004,A04,A Tiempo,12,450001691010,PTE,2026-04-18,,,,,,,,,,,,,,,
PRODUCCION,4500016912,10,CR10,PROV-0059,Proveedor 0059,13000081,Válvula Spray Nasal 0.1 ML. 18 Din. 61Mm,1000031422,10,2026-04-18,2026-11-28,2026-04-29,50000,UN,0,2026-11-28,50000,2026-11-28,comprador-0004,A04,A Tiempo,92,450001691210,2026-11-28,2026-04-18,,,,,,,,,,,,,,,
PRODUCCION,4500016965,10,CR10,PROV-0052,Proveedor 0052,13001726,Stick Renovart ECuador [NT],1000031526,10,2026-04-18,2026-10-15,2026-05-04,300000,G,0,2026-10-15,300000,2026-10-15,comprador-0004,A04,A Tiempo,48,450001696510,2026-10-15,2026-04-18,,,,,,,,,,,,,,,
PRODUCCION,4500016965,20,CR10,PROV-0052,Proveedor 0052,13001830,Stick Conflexil Gutis Plus Shot,1000031525,10,2026-04-18,2026-09-07,2026-05-04,600000,G,0,2026-09-07,600000,2026-09-07,comprador-0004,A04,A Tiempo,10,450001696520,2026-10-15,2026-04-18,,,,,,,,,,,,,,,
PRODUCCION,4500016965,50,CR10,PROV-0052,Proveedor 0052,13002002,Stick Dalivio Bebible MM,1000031456,10,2026-04-18,2026-10-15,2026-05-04,150000,G,0,2026-10-15,150000,2026-10-15,comprador-0004,A04,A Tiempo,48,450001696550,2026-10-15,2026-04-18,,,,,,,,,,,,,,,
PRODUCCION,4500016965,60,CR10,PROV-0052,Proveedor 0052,13002004,Stick Dalivio Bebible,1000031454,10,2026-04-18,2026-10-15,2026-05-04,700000,G,0,2026-10-15,700000,2026-10-15,comprador-0004,A04,A Tiempo,48,450001696560,2026-10-15,2026-04-18,,,,,,,,,,,,,,,
PRODUCCION,4500016965,70,CR10,PROV-0052,Proveedor 0052,13002001,Stick Dalivium Bebible MM,1000031453,10,2026-04-18,2026-10-15,2026-05-04,300000,G,0,2026-10-15,300000,2026-10-15,comprador-0004,A04,A Tiempo,48,450001696570,2026-10-15,2026-04-18,,,,,,,,,,,,,,,
PRODUCCION,4500016965,30,CR10,PROV-0052,Proveedor 0052,13001658,Stick Conrelax Plus Shot,1000031519,10,2026-04-18,2026-10-15,2026-05-04,600000,G,0,2026-10-15,600000,2026-10-15,comprador-0004,A04,A Tiempo,48,450001696530,2026-10-15,2026-04-18,,,,,,,,,,,,,,,
PRODUCCION,4500016965,80,CR10,PROV-0052,Proveedor 0052,13002003,Stick Dalivium Bebible,1000031452,10,2026-04-18,2026-10-15,2026-05-04,1500000,G,0,2026-10-15,1500000,2026-10-15,comprador-0004,A04,A Tiempo,48,450001696580,2026-10-15,2026-04-18,,,,,,,,,,,,,,,
PRODUCCION,4500016965,40,CR10,PROV-0052,Proveedor 0052,13001806,Stick  Disolflem 200,1000031512,10,2026-04-18,2026-10-15,2026-05-04,300000,G,0,2026-10-15,300000,2026-10-15,comprador-0004,A04,A Tiempo,48,450001696540,2026-10-15,2026-04-18,,,,,,,,,,,,,,,
PRODUCCION,4500017039,30,CR10,PROV-0058,Proveedor 0058,13000096,Gotero Ensamb. Ksk4276/S-Typ4171. Din 18,1000031816,10,2026-04-23,2026-09-05,2026-05-06,400000,UN,0,2026-08-21,400000,2026-08-21,comprador-0004,A04,Atrasado,-7,450001703930,,2026-04-23,,,,,,,,,,,,,,,
PRODUCCION,4500017039,50,CR10,PROV-0058,Proveedor 0058,13000115,Tapa Vidri. 15 - 30ML. Con Lainer. Din18,1000032700,10,2026-05-06,2026-09-28,2026-05-06,255000,UN,0,2026-08-21,255000,2026-08-21,comprador-0004,A04,Atrasado,-7,450001703950,,2026-05-06,,,,,,,,,,,,,,,
PRODUCCION,4500017040,10,CR10,PROV-0057,Proveedor 0057,13000963,Envase Vid. Amb. 15ML Gotero. Tapa18Din,1000031814,10,2026-04-23,2026-06-27,2026-05-05,235840,UN,0,2026-08-21,235840,2026-08-21,comprador-0004,A04,Atrasado,-7,450001704010,2026-08-31,2026-04-23,,,,,,,,,LOCAL,,,,,,
PRODUCCION,4500017040,20,CR10,PROV-0057,Proveedor 0057,13000963,Envase Vid. Amb. 15ML Gotero. Tapa18Din,1000031815,10,2026-04-23,2026-10-02,2026-05-05,300000,UN,0,2026-08-21,300000,2026-08-21,comprador-0004,A04,Atrasado,-7,450001704020,2026-08-31,2026-04-23,,,,,,,,,,,,,,,
PRODUCCION,4500017075,10,CR10,PROV-0049,Proveedor 0049,13000997,Caja 43X20X100. 200 Cajas. Formato 1,1000031691,10,2026-04-21,2026-07-07,2026-05-06,500,UN,0,2026-07-07,500,2026-07-07,comprador-0003,A01,Atrasado,-52,450001707510,,,,,,,,,,,,,,,,,
PRODUCCION,4500017075,20,CR10,PROV-0049,Proveedor 0049,13000256,Caja 1 - 2 ML. X 30 Cajas X 50 Ampollas,1000031617,10,2026-04-18,2026-07-14,2026-05-06,3500,UN,0,2026-07-14,3500,2026-07-14,comprador-0003,A01,Atrasado,-45,450001707520,,,,,,,,,,,,,,,,,
PRODUCCION,4500017075,70,CR10,PROV-0049,Proveedor 0049,13000248,Caja Gotero 5 - 10ML X12 Cajas X50 Enva.,1000031391,10,2026-04-18,2026-08-10,2026-05-06,3500,UN,0,2026-08-10,3500,2026-08-10,comprador-0003,A01,Atrasado,-18,450001707570,,,,,,,,,,,,,,,,,
PRODUCCION,4500017075,30,CR10,PROV-0049,Proveedor 0049,13001976,Caja Envase 120ML X 50 Env. Con Jeringa,1000031486,10,2026-04-18,2026-06-23,2026-05-06,4000,UN,0,2026-06-23,4000,2026-06-23,comprador-0003,A01,Atrasado,-66,450001707530,Material entregado en Gutis 28/08,,,,,,,,,,,,,,,,
PRODUCCION,4500017075,40,CR10,PROV-0049,Proveedor 0049,13000160,Caja Mercado Privado Y Muestra,1000031404,10,2026-04-18,2026-07-08,2026-05-06,3000,UN,0,2026-07-08,3000,2026-07-08,comprador-0003,A01,Atrasado,-51,450001707540,Material entregado en Gutis 28/08,,,,,,,,,,,,,,,,
PRODUCCION,4500017090,10,CR10,PROV-0055,Proveedor 0055,13000086,Aluminio 20 µm Anch. 100 MM Impresión UV,1000031639,10,2026-04-20,2026-10-12,2026-05-07,1000000,G,0,2026-10-12,1000000,2026-10-12,comprador-0004,A04,A Tiempo,45,450001709010,2026-09-18,2026-04-20,,,,,,,,,,,,,,,
PRODUCCION,4500017159,10,CR10,PROV-0050,Proveedor 0050,13000541,C. Tenoxicam 20 MG X 100 Tabletas Recub.,1000032744,10,2026-05-08,2026-08-15,2026-05-12,25000,UN,0,2026-08-15,25000,2026-07-07,comprador-0003,A01,Atrasado,-13,450001715910,Material en Gutis el 01/09,,,,,,,,,,,,,,,,
PRODUCCION,4500017458,10,CR10,PROV-0055,Proveedor 0055,13000089,Aluminio 20 µm Anch. 118 MM,1000033426,10,2026-05-20,2026-09-28,2026-05-27,1500000,G,0,2026-09-28,1500000,2026-09-28,comprador-0004,A04,A Tiempo,31,450001745810,2026-09-25,,,,,,,,,,,,,,,,
PRODUCCION,4500017459,10,CR10,PROV-0060,Proveedor 0060,13000003,Ampolla 2 ML Ámbar Cerrada. Punto Fract.,1000033432,10,2026-05-20,2026-10-17,2026-05-27,800000,UN,0,2026-10-17,800000,2026-10-17,comprador-0004,A04,A Tiempo,50,450001745910,2026-10-17,,,,,,,,,,,,,,,,
PRODUCCION,4500017460,10,CR10,PROV-0058,Proveedor 0058,13000096,Gotero Ensamb. Ksk4276/S-Typ4171. Din 18,1000033244,10,2026-05-20,2026-10-17,2026-05-27,150000,UN,0,2026-10-17,150000,2026-10-17,comprador-0004,A04,A Tiempo,50,450001746010,2026-10-17,,,,,,,,,,,,,,,,
PRODUCCION,4500017462,20,CR10,PROV-0052,Proveedor 0052,13001775,Stick Renovart Platinum,1000033335,10,2026-05-20,2026-10-12,2026-05-27,3500000,G,0,2026-11-16,3500000,2026-11-16,comprador-0004,A04,A Tiempo,80,450001746220,2026-11-16,,,,,,,,,,,,,,,,
PRODUCCION,4500017462,10,CR10,PROV-0052,Proveedor 0052,13001807,Stick Disolflem 600. Muestra,1000033346,10,2026-05-20,2026-11-16,2026-05-27,100000,G,0,2026-11-16,100000,2026-11-16,comprador-0004,A04,A Tiempo,80,450001746210,2026-11-16,,,,,,,,,,,,,,,,
PRODUCCION,4500017489,20,CR10,PROV-0061,Proveedor 0061,13000019,PVC 300 Micras Transparente. 175 MM,1000033423,10,2026-05-20,2026-09-17,2026-06-01,1000000,G,0,2026-09-17,1000000,2026-09-17,comprador-0004,A04,A Tiempo,20,450001748920,2026-09-17,,,,,,,,,,,,,,,,
PRODUCCION,4500017489,30,CR10,PROV-0061,Proveedor 0061,13001040,PVC - PVDC 40G/M2 250 µm. Ancho 188 MM,1000033402,10,2026-05-20,2026-09-17,2026-06-01,1000000,G,0,2026-09-17,1000000,2026-09-17,comprador-0004,A04,A Tiempo,20,450001748930,2026-09-17,,,,,,,,,,,,,,,,
PRODUCCION,4500017489,50,CR10,PROV-0061,Proveedor 0061,13001094,PVC-PVDC 40G/M2 Blanco 250 µm. 106 MM,1000033391,10,2026-05-20,2026-09-17,2026-06-01,500000,G,0,2026-09-17,500000,2026-09-17,comprador-0004,A04,A Tiempo,20,450001748950,2026-09-17,,,,,,,,,,,,,,,,
PRODUCCION,4500017596,10,CR10,PROV-0062,Proveedor 0062,13001091,PVC-PE-PVDC 60G/M2 Blanco 250 µm. 124 MM,1000033390,10,2026-05-20,2026-11-17,2026-06-02,8000000,G,0,2026-11-17,8000000,2026-11-17,comprador-0004,A04,A Tiempo,81,450001759610,2026-09-07,,,,,,,,,,,,,,,,
PRODUCCION,4500017660,40,CR10,PROV-0050,Proveedor 0050,13000303,C. Bicorpan CRema X 15 G,1000033442,10,2026-05-20,2026-09-21,2026-06-04,65000,UN,0,2026-09-21,65000,2026-09-21,comprador-0003,A01,A Tiempo,24,450001766040,2026-09-21,,,,,,,,,,,,,,,,
PRODUCCION,4500017660,30,CR10,PROV-0050,Proveedor 0050,13000389,C. Evanylgutis X 100 Supositorios,1000033533,10,2026-05-21,2026-09-09,2026-06-04,5000,UN,0,2026-09-09,5000,2026-09-09,comprador-0003,A01,A Tiempo,12,450001766030,2026-09-09,,,,,,,,,,,,,,,,
PRODUCCION,4500017660,20,CR10,PROV-0050,Proveedor 0050,13000307,C. Candistat 1 X 1 Óvulo. MM,1000033192,10,2026-05-20,2026-08-26,2026-06-04,15000,UN,0,2026-08-26,15000,2026-08-26,comprador-0003,A01,Atrasado,-2,450001766020,Material en Gutis el 01/09,,,,,,,,,,,,,,,,
PRODUCCION,4500017660,10,CR10,PROV-0050,Proveedor 0050,13000351,C. Disflam Gel X 5 G. MM,1000033438,10,2026-05-20,2026-08-26,2026-06-04,15000,UN,0,2026-08-26,15000,2026-08-26,comprador-0003,A01,Atrasado,-2,450001766010,Material en Gutis el 01/09,,,,,,,,,,,,,,,,
PRODUCCION,4500017669,10,CR10,PROV-0049,Proveedor 0049,13000211,Caja Blister # 2. X 40 Cajas X50 Blister,1000033206,10,2026-05-20,2026-09-20,2026-06-04,1500,UN,0,2026-09-20,1500,2026-09-20,comprador-0003,A01,A Tiempo,23,450001766910,,,,,,,,,,,,,,,,,
PRODUCCION,4500017670,20,CR10,PROV-0049,Proveedor 0049,13002044,P. Valerpan (Doblado),1000033318,10,2026-05-20,2026-08-01,2026-06-04,550000,UN,0,2026-08-20,550000,2026-08-20,comprador-0003,A01,Atrasado,-8,450001767020,Material entregado el 01/09,,,,,,,,,,,,,,,,
